,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Company,Country,Tickers,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Weapons Free Funds: Major military contractor screen,Weapons Free Funds: Cluster munitions / landmines screen,Weapons Free Funds: Nuclear weapons screen,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Gender Equality Funds: Has Equileap gender equality score,CreatedDate,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Ticker,Stock_Price
14,8531,19033,6132,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/10/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
15,8894,19729,405,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/16/2020,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
16,9802,21645,2321,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/16/2020,N,N,N,N,N,0.0,N,0.0, GARPF,0.07999999821186066
17,10289,22775,3451,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/16/2020,N,N,N,N,N,0.0,N,0.0,MMYT,16.989999771118164
18,10796,24027,4703,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/16/2020,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
19,11414,25445,6121,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/16/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
20,11776,26140,404,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/11/2020,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
21,12682,28054,2318,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,8/11/2020,N,N,N,N,N,0.0,N,0.0, GARPF,0.07999999821186066
22,13165,29180,3444,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,8/11/2020,N,N,N,N,N,0.0,N,0.0,MMYT,15.34000015258789
23,13672,30435,4699,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/11/2020,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
24,14296,31858,6122,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/11/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
25,14658,32553,404,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/13/2020,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
26,15564,34465,2316,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9/13/2020,N,N,N,N,N,0.0,N,0.0, GARPY,0.0
27,16045,35588,3439,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9/13/2020,N,N,N,N,N,0.0,N,0.0, MY1,0.0
28,16552,36844,4695,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/13/2020,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
29,17177,38265,6116,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/13/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
30,17523,38958,402,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/28/2020,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
31,18352,40826,2270,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9/28/2020,N,N,N,N,N,0.0,N,0.0, GARPF,0.07999999821186066
32,18795,41908,3352,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9/28/2020,N,N,N,N,N,0.0,N,0.0,MMYT,16.049999237060547
33,19272,43166,4610,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/28/2020,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
34,19855,44582,6026,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/28/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
35,20192,45274,401,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10/18/2020,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
36,21018,47135,2262,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,10/18/2020,N,N,N,N,N,0.0,N,0.0, GARPY,0.0
37,21462,48217,3344,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,10/18/2020,N,N,N,N,N,0.0,N,0.0, MY1,0.0
38,21939,49476,4603,Regis Holdings Ltd,Mauritius,REGI.N0000,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10/18/2020,N,N,N,N,N,0.0,N,0.0,REGI.N0000,0.0
39,22518,50886,6013,Vivo Energy Mauritius Ltd,Mauritius,VIVOENERGY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10/18/2020,N,N,N,N,N,0.0,N,0.0,VIVOENERGY,0.0
40,22853,51574,398,Arindo Holdings (Mauritius) Ltd,Mauritius,ARIN,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/11/2020,N,N,N,N,N,0.0,N,0.0,ARIN,0.0
41,23668,53422,2246,Golden Agri-Resources Ltd,Mauritius,"4G3A, E5H, GARPF, GARPY",N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,11/11/2020,N,N,N,N,N,0.0,N,0.0, GARPF,0.07999999821186066
42,24111,54501,3325,MakeMyTrip Ltd,Mauritius,"MMYT, MY1",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,11/11/2020,N,N,N,N,N,0.0,N,0.0,MMYT,23.90999984741211
