,Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
1965,3SBio Inc,Cayman Islands,1/25/2022, TRSBF,10000,0.800000012,8000.00012,0.396825397
2091,3SBio Inc,Cayman Islands,2/9/2022, TRSBF,10000,0.800000012,8000.00012,0.396825397
2217,3SBio Inc,Cayman Islands,2/16/2022, TRSBF,10000,0.800000012,8000.00012,0.396825397
514,NagaCorp Ltd,Cayman Islands,9/28/2020, NGCRF,10000,1.200000048,12000.00048,0.396825397
619,NagaCorp Ltd,Cayman Islands,11/11/2020, NGCRF,10000,1.25999999,12599.9999,0.396825397
729,NagaCorp Ltd,Cayman Islands,1/21/2021, NGCRF,10000,1.210000038,12100.00038,0.396825397
839,NagaCorp Ltd,Cayman Islands,3/3/2021, NGCRF,10000,1.25,12500.0,0.396825397
951,NagaCorp Ltd,Cayman Islands,4/1/2021, NGCRF,10000,1.230000019,12300.00019,0.396825397
1063,NagaCorp Ltd,Cayman Islands,5/3/2021, NGCRF,10000,1.080000043,10800.00043,0.396825397
1180,NagaCorp Ltd,Cayman Islands,7/15/2021, NGCRF,10000,0.860000014,8600.00014,0.396825397
1297,NagaCorp Ltd,Cayman Islands,8/9/2021, NGCRF,10000,0.709999979,7099.99979,0.396825397
1415,NagaCorp Ltd,Cayman Islands,9/2/2021, NGCRF,10000,0.819999993,8199.99993,0.396825397
1537,NagaCorp Ltd,Cayman Islands,9/9/2021, NGCRF,10000,0.889999986,8899.99986,0.396825397
1661,NagaCorp Ltd,Cayman Islands,10/19/2021, NGCRF,10000,0.899999976,8999.99976,0.396825397
1785,NagaCorp Ltd,Cayman Islands,10/29/2021, NGCRF,10000,0.899999976,8999.99976,0.396825397
1911,NagaCorp Ltd,Cayman Islands,12/14/2021, NGCRF,10000,0.839999974,8399.99974,0.396825397
2037,NagaCorp Ltd,Cayman Islands,1/25/2022, NGCRF,10000,0.839999974,8399.99974,0.396825397
2163,NagaCorp Ltd,Cayman Islands,2/9/2022, NGCRF,10000,0.889999986,8899.99986,0.396825397
2289,NagaCorp Ltd,Cayman Islands,2/16/2022, NGCRF,10000,0.939999998,9399.99998,0.396825397
2412,NagaCorp Ltd,Cayman Islands,3/16/2022, NGCRF,10000,0.829999983,8299.99983,0.396825397
2535,NagaCorp Ltd,Cayman Islands,4/11/2022, NGCRF,10000,0.860000014,8600.00014,0.396825397
2658,NagaCorp Ltd,Cayman Islands,5/11/2022, NGCRF,10000,0.769999981,7699.99981,0.396825397
2779,NagaCorp Ltd,Cayman Islands,6/14/2022, NGCRF,10000,0.769999981,7699.99981,0.396825397
2901,NagaCorp Ltd,Cayman Islands,7/15/2022, NGCRF,10000,0.779999971,7799.99971,0.396825397
3023,NagaCorp Ltd,Cayman Islands,8/8/2022, NGCRF,10000,0.870000005,8700.00005,0.396825397
3145,NagaCorp Ltd,Cayman Islands,9/14/2022, NGCRF,10000,0.800000012,8000.00012,0.396825397
3266,NagaCorp Ltd,Cayman Islands,10/19/2022, NGCRF,10000,0.529999971,5299.99971,0.396825397
3386,NagaCorp Ltd,Cayman Islands,11/9/2022, NGCRF,10000,0.569999993,5699.99993,0.396825397
3516,NagaCorp Ltd,Cayman Islands,12/16/2022, NGCRF,10000,0.819999993,8199.99993,0.396825397
3648,NagaCorp Ltd,Cayman Islands,1/27/2023, NGCRF,10000,1.0,10000.0,0.396825397
3780,NagaCorp Ltd,Cayman Islands,2/8/2023, NGCRF,10000,1.0,10000.0,0.396825397
3913,NagaCorp Ltd,Cayman Islands,2/24/2023, NGCRF,10000,0.850000024,8500.00024,0.396825397
4052,NagaCorp Ltd,Cayman Islands,3/9/2023, NGCRF,10000,0.850000024,8500.00024,0.396825397
9384,Exclusive Networks SA,France,12/16/2022, EXN,10000,0.516600013,5166.00013,0.396825397
9484,Exclusive Networks SA,France,1/27/2023, EXN,10000,0.309799999,3097.99999,0.396825397
9584,Exclusive Networks SA,France,2/8/2023, EXN,10000,0.310000002,3100.00002,0.396825397
9684,Exclusive Networks SA,France,2/24/2023, EXN,10000,0.280200005,2802.00005,0.396825397
9783,Exclusive Networks SA,France,3/9/2023, EXN,10000,0.276369989,2763.69989,0.396825397
55,Mongolian Mining Corp,Cayman Islands,4/14/2020, MOGLF,10000,0.050000001,500.00001,0.396825397
146,Mongolian Mining Corp,Cayman Islands,5/19/2020, MOGLF,10000,0.039999999,399.99999,0.396825397
237,Mongolian Mining Corp,Cayman Islands,6/10/2020, MOGLF,10000,0.050000001,500.00001,0.396825397
326,Mongolian Mining Corp,Cayman Islands,7/16/2020, MOGLF,10000,0.059999999,599.99999,0.396825397
416,Mongolian Mining Corp,Cayman Islands,8/11/2020, MOGLF,10000,0.050000001,500.00001,0.396825397
513,Mongolian Mining Corp,Cayman Islands,9/28/2020, MOGLF,10000,0.050000001,500.00001,0.396825397
618,Mongolian Mining Corp,Cayman Islands,11/11/2020, MOGLF,10000,0.07,700.0,0.396825397
728,Mongolian Mining Corp,Cayman Islands,1/21/2021, MOGLF,10000,0.239999995,2399.99995,0.396825397
838,Mongolian Mining Corp,Cayman Islands,3/3/2021, MOGLF,10000,0.330000013,3300.00013,0.396825397
950,Mongolian Mining Corp,Cayman Islands,4/1/2021, MOGLF,10000,0.219999999,2199.99999,0.396825397
1062,Mongolian Mining Corp,Cayman Islands,5/3/2021, MOGLF,10000,0.280000001,2800.00001,0.396825397
1179,Mongolian Mining Corp,Cayman Islands,7/15/2021, MOGLF,10000,0.270000011,2700.00011,0.396825397
1296,Mongolian Mining Corp,Cayman Islands,8/9/2021, MOGLF,10000,0.270000011,2700.00011,0.396825397
1414,Mongolian Mining Corp,Cayman Islands,9/2/2021, MOGLF,10000,0.349999994,3499.99994,0.396825397
1536,Mongolian Mining Corp,Cayman Islands,9/9/2021, MOGLF,10000,0.449999988,4499.99988,0.396825397
1660,Mongolian Mining Corp,Cayman Islands,10/19/2021, MOGLF,10000,0.340000004,3400.00004,0.396825397
1784,Mongolian Mining Corp,Cayman Islands,10/29/2021, MOGLF,10000,0.280000001,2800.00001,0.396825397
1910,Mongolian Mining Corp,Cayman Islands,12/14/2021, MOGLF,10000,0.230000004,2300.00004,0.396825397
2036,Mongolian Mining Corp,Cayman Islands,1/25/2022, MOGLF,10000,0.219999999,2199.99999,0.396825397
2162,Mongolian Mining Corp,Cayman Islands,2/9/2022, MOGLF,10000,0.200000003,2000.00003,0.396825397
2288,Mongolian Mining Corp,Cayman Islands,2/16/2022, MOGLF,10000,0.280000001,2800.00001,0.396825397
2411,Mongolian Mining Corp,Cayman Islands,3/16/2022, MOGLF,10000,0.25999999,2599.9999,0.396825397
2534,Mongolian Mining Corp,Cayman Islands,4/11/2022, MOGLF,10000,0.379999995,3799.99995,0.396825397
2657,Mongolian Mining Corp,Cayman Islands,5/11/2022, MOGLF,10000,0.330000013,3300.00013,0.396825397
2778,Mongolian Mining Corp,Cayman Islands,6/14/2022, MOGLF,10000,0.340000004,3400.00004,0.396825397
2900,Mongolian Mining Corp,Cayman Islands,7/15/2022, MOGLF,10000,0.270000011,2700.00011,0.396825397
3022,Mongolian Mining Corp,Cayman Islands,8/8/2022, MOGLF,10000,0.239999995,2399.99995,0.396825397
3144,Mongolian Mining Corp,Cayman Islands,9/14/2022, MOGLF,10000,0.300000012,3000.00012,0.396825397
3265,Mongolian Mining Corp,Cayman Islands,10/19/2022, MOGLF,10000,0.25999999,2599.9999,0.396825397
3385,Mongolian Mining Corp,Cayman Islands,11/9/2022, MOGLF,10000,0.230000004,2300.00004,0.396825397
3515,Mongolian Mining Corp,Cayman Islands,12/16/2022, MOGLF,10000,0.25999999,2599.9999,0.396825397
3647,Mongolian Mining Corp,Cayman Islands,1/27/2023, MOGLF,10000,0.430000007,4300.00007,0.396825397
3779,Mongolian Mining Corp,Cayman Islands,2/8/2023, MOGLF,10000,0.409999996,4099.99996,0.396825397
3912,Mongolian Mining Corp,Cayman Islands,2/24/2023, MOGLF,10000,0.430000007,4300.00007,0.396825397
4051,Mongolian Mining Corp,Cayman Islands,3/9/2023, MOGLF,10000,0.469999999,4699.99999,0.396825397
6587,Carmila SAS,France,9/28/2020, CARM,10000,28.0,280000.0,0.396825397
6699,Carmila SAS,France,11/11/2020, CARM,10000,22.0,220000.0,0.396825397
6811,Carmila SAS,France,1/21/2021, CARM,10000,33.40000153,334000.0153,0.396825397
6925,Carmila SAS,France,3/3/2021, CARM,10000,53.59999847,535999.9847,0.396825397
7038,Carmila SAS,France,4/1/2021, CARM,10000,55.59999847,555999.9847,0.396825397
7152,Carmila SAS,France,5/3/2021, CARM,10000,58.40000153,584000.0153,0.396825397
7266,Carmila SAS,France,7/15/2021, CARM,10000,77.37999725,773799.9725,0.396825397
7379,Carmila SAS,France,8/9/2021, CARM,10000,85.40000153,854000.0153,0.396825397
7491,Carmila SAS,France,9/2/2021, CARM,10000,21.79999924,217999.9924,0.396825397
7603,Carmila SAS,France,9/9/2021, CARM,10000,20.39999962,203999.9962,0.396825397
7714,Carmila SAS,France,10/19/2021, CARM,10000,20.60000038,206000.0038,0.396825397
7825,Carmila SAS,France,10/29/2021, CARM,10000,25.0,250000.0,0.396825397
7936,Carmila SAS,France,12/14/2021, CARM,10000,17.18000031,171800.0031,0.396825397
8049,Carmila SAS,France,1/25/2022, CARM,10000,15.0,150000.0,0.396825397
8162,Carmila SAS,France,2/9/2022, CARM,10000,14.89999962,148999.9962,0.396825397
8275,Carmila SAS,France,2/16/2022, CARM,10000,14.39999962,143999.9962,0.396825397
8389,Carmila SAS,France,3/16/2022, CARM,10000,12.80000019,128000.0019,0.396825397
8498,Carmila SAS,France,4/11/2022, CARM,10000,11.60000038,116000.0038,0.396825397
8607,Carmila SAS,France,5/11/2022, CARM,10000,9.600000381,96000.00381,0.396825397
8716,Carmila SAS,France,6/14/2022, CARM,10000,13.57999992,135799.9992,0.396825397
8825,Carmila SAS,France,7/15/2022, CARM,10000,18.37999916,183799.9916,0.396825397
8933,Carmila SAS,France,8/8/2022, CARM,10000,15.0,150000.0,0.396825397
9041,Carmila SAS,France,9/14/2022, CARM,10000,13.27999973,132799.9973,0.396825397
9149,Carmila SAS,France,10/19/2022, CARM,10000,10.19999981,101999.9981,0.396825397
9256,Carmila SAS,France,11/9/2022, CARM,10000,11.19999981,111999.9981,0.396825397
53,Minth Group Ltd,Cayman Islands,4/14/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
144,Minth Group Ltd,Cayman Islands,5/19/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
235,Minth Group Ltd,Cayman Islands,6/10/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
324,Minth Group Ltd,Cayman Islands,7/16/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
414,Minth Group Ltd,Cayman Islands,8/11/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
511,Minth Group Ltd,Cayman Islands,9/28/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
616,Minth Group Ltd,Cayman Islands,11/11/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
726,Minth Group Ltd,Cayman Islands,1/21/2021, MNTHF,10000,2.869999886,28699.99886,0.396825397
836,Minth Group Ltd,Cayman Islands,3/3/2021, MNTHF,10000,2.869999886,28699.99886,0.396825397
948,Minth Group Ltd,Cayman Islands,4/1/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1060,Minth Group Ltd,Cayman Islands,5/3/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1177,Minth Group Ltd,Cayman Islands,7/15/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1294,Minth Group Ltd,Cayman Islands,8/9/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1413,Minth Group Ltd,Cayman Islands,9/2/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1535,Minth Group Ltd,Cayman Islands,9/9/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1659,Minth Group Ltd,Cayman Islands,10/19/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1783,Minth Group Ltd,Cayman Islands,10/29/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
1909,Minth Group Ltd,Cayman Islands,12/14/2021, MNTHF,10000,4.099999905,40999.99905,0.396825397
2035,Minth Group Ltd,Cayman Islands,1/25/2022, MNTHF,10000,4.510000229,45100.00229,0.396825397
2161,Minth Group Ltd,Cayman Islands,2/9/2022, MNTHF,10000,4.510000229,45100.00229,0.396825397
2287,Minth Group Ltd,Cayman Islands,2/16/2022, MNTHF,10000,4.510000229,45100.00229,0.396825397
2410,Minth Group Ltd,Cayman Islands,3/16/2022, MNTHF,10000,2.880000114,28800.00114,0.396825397
2533,Minth Group Ltd,Cayman Islands,4/11/2022, MNTHF,10000,2.410000086,24100.00086,0.396825397
2656,Minth Group Ltd,Cayman Islands,5/11/2022, MNTHF,10000,2.279999971,22799.99971,0.396825397
2777,Minth Group Ltd,Cayman Islands,6/14/2022, MNTHF,10000,2.279999971,22799.99971,0.396825397
2899,Minth Group Ltd,Cayman Islands,7/15/2022, MNTHF,10000,2.279999971,22799.99971,0.396825397
3021,Minth Group Ltd,Cayman Islands,8/8/2022, MNTHF,10000,2.279999971,22799.99971,0.396825397
3143,Minth Group Ltd,Cayman Islands,9/14/2022, MNTHF,10000,2.690000057,26900.00057,0.396825397
3264,Minth Group Ltd,Cayman Islands,10/19/2022, MNTHF,10000,2.690000057,26900.00057,0.396825397
3384,Minth Group Ltd,Cayman Islands,11/9/2022, MNTHF,10000,2.690000057,26900.00057,0.396825397
3514,Minth Group Ltd,Cayman Islands,12/16/2022, MNTHF,10000,2.5,25000.0,0.396825397
3646,Minth Group Ltd,Cayman Islands,1/27/2023, MNTHF,10000,2.5,25000.0,0.396825397
3778,Minth Group Ltd,Cayman Islands,2/8/2023, MNTHF,10000,2.5,25000.0,0.396825397
3911,Minth Group Ltd,Cayman Islands,2/24/2023, MNTHF,10000,2.5,25000.0,0.396825397
4050,Minth Group Ltd,Cayman Islands,3/9/2023, MNTHF,10000,2.5,25000.0,0.396825397
6662,Soitec SA,France,9/28/2020, SLOIF,10000,121.0,1210000.0,0.396825397
6774,Soitec SA,France,11/11/2020, SLOIF,10000,152.0,1520000.0,0.396825397
6886,Soitec SA,France,1/21/2021, SLOIF,10000,211.0,2110000.0,0.396825397
6999,Soitec SA,France,3/3/2021, SLOIF,10000,217.0,2170000.0,0.396825397
7112,Soitec SA,France,4/1/2021, SLOIF,10000,193.0,1930000.0,0.396825397
7226,Soitec SA,France,5/3/2021, SLOIF,10000,210.25,2102500.0,0.396825397
7339,Soitec SA,France,7/15/2021, SLOIF,10000,226.5299988,2265299.988,0.396825397
7452,Soitec SA,France,8/9/2021, SLOIF,10000,232.0,2320000.0,0.396825397
7564,Soitec SA,France,9/2/2021, SLOIF,10000,242.1999969,2421999.969,0.396825397
7675,Soitec SA,France,9/9/2021, SLOIF,10000,244.5,2445000.0,0.396825397
7786,Soitec SA,France,10/19/2021, SLOIF,10000,205.0,2050000.0,0.396825397
7897,Soitec SA,France,10/29/2021, SLOIF,10000,256.3500061,2563500.061,0.396825397
8009,Soitec SA,France,12/14/2021, SLOIF,10000,270.0,2700000.0,0.396825397
8122,Soitec SA,France,1/25/2022, SLOIF,10000,181.8899994,1818899.994,0.396825397
8235,Soitec SA,France,2/9/2022, SLOIF,10000,172.0099945,1720099.945,0.396825397
8349,Soitec SA,France,2/16/2022, SLOIF,10000,172.0,1720000.0,0.396825397
8460,Soitec SA,France,3/16/2022, SLOIF,10000,147.25,1472500.0,0.396825397
8569,Soitec SA,France,4/11/2022, SLOIF,10000,168.5,1685000.0,0.396825397
8678,Soitec SA,France,5/11/2022, SLOIF,10000,168.25,1682500.0,0.396825397
8787,Soitec SA,France,6/14/2022, SLOIF,10000,162.0,1620000.0,0.396825397
8895,Soitec SA,France,7/15/2022, SLOIF,10000,162.0,1620000.0,0.396825397
9003,Soitec SA,France,8/8/2022, SLOIF,10000,168.5,1685000.0,0.396825397
9111,Soitec SA,France,9/14/2022, SLOIF,10000,145.25,1452500.0,0.396825397
9219,Soitec SA,France,10/19/2022, SLOIF,10000,116.75,1167500.0,0.396825397
9326,Soitec SA,France,11/9/2022, SLOIF,10000,116.75,1167500.0,0.396825397
9428,Soitec SA,France,12/16/2022, SLOIF,10000,168.5,1685000.0,0.396825397
9528,Soitec SA,France,1/27/2023, SLOIF,10000,161.5,1615000.0,0.396825397
9628,Soitec SA,France,2/8/2023, SLOIF,10000,150.2599945,1502599.945,0.396825397
9727,Soitec SA,France,2/24/2023, SLOIF,10000,150.2599945,1502599.945,0.396825397
9826,Soitec SA,France,3/9/2023, SLOIF,10000,148.3099976,1483099.976,0.396825397
1500,Farfetch Ltd,Cayman Islands,9/9/2021, FTCH,10000,41.79999924,417999.9924,0.396825397
1624,Farfetch Ltd,Cayman Islands,10/19/2021, FTCH,10000,40.45000076,404500.0076,0.396825397
1748,Farfetch Ltd,Cayman Islands,10/29/2021, FTCH,10000,39.36000061,393600.0061,0.396825397
1874,Farfetch Ltd,Cayman Islands,12/14/2021, FTCH,10000,30.64999962,306499.9962,0.396825397
2000,Farfetch Ltd,Cayman Islands,1/25/2022, FTCH,10000,22.23999977,222399.9977,0.396825397
2126,Farfetch Ltd,Cayman Islands,2/9/2022, FTCH,10000,21.53000069,215300.0069,0.396825397
2252,Farfetch Ltd,Cayman Islands,2/16/2022, FTCH,10000,20.35000038,203500.0038,0.396825397
2376,Farfetch Ltd,Cayman Islands,3/16/2022, FTCH,10000,13.67000008,136700.0008,0.396825397
2499,Farfetch Ltd,Cayman Islands,4/11/2022, FTCH,10000,14.71000004,147100.0004,0.396825397
2622,Farfetch Ltd,Cayman Islands,5/11/2022, FTCH,10000,8.449999809,84499.99809,0.396825397
2745,Farfetch Ltd,Cayman Islands,6/14/2022, FTCH,10000,7.960000038,79600.00038,0.396825397
2866,Farfetch Ltd,Cayman Islands,7/15/2022, FTCH,10000,7.050000191,70500.00191,0.396825397
2988,Farfetch Ltd,Cayman Islands,8/8/2022, FTCH,10000,10.02999973,100299.9973,0.396825397
3110,Farfetch Ltd,Cayman Islands,9/14/2022, FTCH,10000,11.40999985,114099.9985,0.396825397
3231,Farfetch Ltd,Cayman Islands,10/19/2022, FTCH,10000,7.940000057,79400.00057,0.396825397
3351,Farfetch Ltd,Cayman Islands,11/9/2022, FTCH,10000,7.78000021,77800.0021,0.396825397
3474,Farfetch Ltd,Cayman Islands,12/16/2022, FTCH,10000,4.329999924,43299.99924,0.396825397
3607,Farfetch Ltd,Cayman Islands,1/27/2023, FTCH,10000,7.21999979,72199.9979,0.396825397
3739,Farfetch Ltd,Cayman Islands,2/8/2023, FTCH,10000,6.5,65000.0,0.396825397
3871,Farfetch Ltd,Cayman Islands,2/24/2023, FTCH,10000,5.679999828,56799.99828,0.396825397
4007,Farfetch Ltd,Cayman Islands,3/9/2023, FTCH,10000,5.079999924,50799.99924,0.396825397
12829,Constellation Energy Corp,United States,1/27/2023,CEG,10000,86.66000366,866600.0366,0.361111111
12899,Constellation Energy Corp,United States,2/8/2023,CEG,10000,85.0,850000.0,0.361111111
12969,Constellation Energy Corp,United States,2/24/2023,CEG,10000,79.41000366,794100.0366,0.361111111
13039,Constellation Energy Corp,United States,3/9/2023,CEG,10000,80.19000244,801900.0244,0.361111111
4109,Agricultural Bank of China Ltd,China,4/14/2020, ACGBF,10000,0.430000007,4300.00007,0.396825397
4181,Agricultural Bank of China Ltd,China,5/19/2020, ACGBF,10000,0.409999996,4099.99996,0.396825397
4254,Agricultural Bank of China Ltd,China,6/10/2020, ACGBF,10000,0.389999986,3899.99986,0.396825397
4327,Agricultural Bank of China Ltd,China,7/16/2020, ACGBF,10000,0.360000014,3600.00014,0.396825397
4400,Agricultural Bank of China Ltd,China,8/11/2020, ACGBF,10000,0.349999994,3499.99994,0.396825397
4473,Agricultural Bank of China Ltd,China,9/28/2020, ACGBF,10000,0.319999993,3199.99993,0.396825397
4522,Agricultural Bank of China Ltd,China,11/11/2020, ACGBF,10000,0.370000005,3700.00005,0.396825397
4572,Agricultural Bank of China Ltd,China,1/21/2021, ACGBF,10000,0.400000006,4000.00006,0.396825397
4622,Agricultural Bank of China Ltd,China,3/3/2021, ACGBF,10000,0.340000004,3400.00004,0.396825397
4673,Agricultural Bank of China Ltd,China,4/1/2021, ACGBF,10000,0.400000006,4000.00006,0.396825397
4724,Agricultural Bank of China Ltd,China,5/3/2021, ACGBF,10000,0.379999995,3799.99995,0.396825397
4776,Agricultural Bank of China Ltd,China,7/15/2021, ACGBF,10000,0.340000004,3400.00004,0.396825397
4828,Agricultural Bank of China Ltd,China,8/9/2021, ACGBF,10000,0.340000004,3400.00004,0.396825397
4880,Agricultural Bank of China Ltd,China,9/2/2021, ACGBF,10000,0.340000004,3400.00004,0.396825397
4932,Agricultural Bank of China Ltd,China,9/9/2021, ACGBF,10000,0.340000004,3400.00004,0.396825397
4984,Agricultural Bank of China Ltd,China,10/19/2021, ACGBF,10000,0.330000013,3300.00013,0.396825397
5036,Agricultural Bank of China Ltd,China,10/29/2021, ACGBF,10000,0.349999994,3499.99994,0.396825397
5087,Agricultural Bank of China Ltd,China,12/14/2021, ACGBF,10000,0.349999994,3499.99994,0.396825397
5138,Agricultural Bank of China Ltd,China,1/25/2022, ACGBF,10000,0.370000005,3700.00005,0.396825397
5189,Agricultural Bank of China Ltd,China,2/9/2022, ACGBF,10000,0.379999995,3799.99995,0.396825397
5240,Agricultural Bank of China Ltd,China,2/16/2022, ACGBF,10000,0.400000006,4000.00006,0.396825397
5291,Agricultural Bank of China Ltd,China,3/16/2022, ACGBF,10000,0.360000014,3600.00014,0.396825397
5342,Agricultural Bank of China Ltd,China,4/11/2022, ACGBF,10000,0.370000005,3700.00005,0.396825397
5393,Agricultural Bank of China Ltd,China,5/11/2022, ACGBF,10000,0.360000014,3600.00014,0.396825397
5444,Agricultural Bank of China Ltd,China,6/14/2022, ACGBF,10000,0.370000005,3700.00005,0.396825397
5495,Agricultural Bank of China Ltd,China,7/15/2022, ACGBF,10000,0.340000004,3400.00004,0.396825397
5546,Agricultural Bank of China Ltd,China,8/8/2022, ACGBF,10000,0.319999993,3199.99993,0.396825397
5597,Agricultural Bank of China Ltd,China,9/14/2022, ACGBF,10000,0.319999993,3199.99993,0.793650794
5653,Agricultural Bank of China Ltd,China,10/19/2022, ACGBF,10000,0.289999992,2899.99992,0.793650794
5711,Agricultural Bank of China Ltd,China,11/9/2022, ACGBF,10000,0.289999992,2899.99992,0.793650794
5769,Agricultural Bank of China Ltd,China,12/16/2022, ACGBF,10000,0.330000013,3300.00013,0.793650794
5826,Agricultural Bank of China Ltd,China,1/27/2023, ACGBF,10000,0.370000005,3700.00005,0.793650794
5883,Agricultural Bank of China Ltd,China,2/8/2023, ACGBF,10000,0.349999994,3499.99994,0.793650794
5940,Agricultural Bank of China Ltd,China,2/24/2023, ACGBF,10000,0.349999994,3499.99994,1.19047619
5998,Agricultural Bank of China Ltd,China,3/9/2023, ACGBF,10000,0.349999994,3499.99994,1.19047619
10759,Public Service Enterprise Group Inc,United States,4/14/2020, PEG,10000,53.61000061,536100.0061,0.722222222
10832,Public Service Enterprise Group Inc,United States,5/19/2020, PEG,10000,49.31999969,493199.9969,0.722222222
10905,Public Service Enterprise Group Inc,United States,6/10/2020, PEG,10000,53.45000076,534500.0076,0.722222222
10978,Public Service Enterprise Group Inc,United States,7/16/2020, PEG,10000,53.06999969,530699.9969,0.722222222
11051,Public Service Enterprise Group Inc,United States,8/11/2020, PEG,10000,56.22999954,562299.9954,0.722222222
11124,Public Service Enterprise Group Inc,United States,9/28/2020, PEG,10000,55.16999817,551699.9817,0.722222222
11197,Public Service Enterprise Group Inc,United States,11/11/2020, PEG,10000,61.24000168,612400.0168,0.722222222
11270,Public Service Enterprise Group Inc,United States,1/21/2021, PEG,10000,59.33000183,593300.0183,0.722222222
11343,Public Service Enterprise Group Inc,United States,3/3/2021, PEG,10000,54.66999817,546699.9817,0.722222222
11416,Public Service Enterprise Group Inc,United States,4/1/2021, PEG,10000,60.27999878,602799.9878,0.722222222
11481,Public Service Enterprise Group Inc,United States,5/3/2021, PEG,10000,64.30000305,643000.0305,0.722222222
11546,Public Service Enterprise Group Inc,United States,7/15/2021, PEG,10000,61.27999878,612799.9878,0.722222222
11611,Public Service Enterprise Group Inc,United States,8/9/2021, PEG,10000,64.13999939,641399.9939,0.722222222
11676,Public Service Enterprise Group Inc,United States,9/2/2021, PEG,10000,65.04000092,650400.0092,0.722222222
11741,Public Service Enterprise Group Inc,United States,9/9/2021, PEG,10000,64.16000366,641600.0366,0.722222222
11807,Public Service Enterprise Group Inc,United States,10/19/2021, PEG,10000,62.56000137,625600.0137,0.722222222
11872,Public Service Enterprise Group Inc,United States,10/29/2021, PEG,10000,64.56999969,645699.9969,0.722222222
11937,Public Service Enterprise Group Inc,United States,12/14/2021, PEG,10000,65.16000366,651600.0366,0.722222222
12002,Public Service Enterprise Group Inc,United States,1/25/2022, PEG,10000,65.26999664,652699.9664,0.722222222
12067,Public Service Enterprise Group Inc,United States,2/9/2022, PEG,10000,68.05999756,680599.9756,0.722222222
12133,Public Service Enterprise Group Inc,United States,2/16/2022, PEG,10000,65.01999664,650199.9664,0.722222222
12199,Public Service Enterprise Group Inc,United States,3/16/2022, PEG,10000,67.73000336,677300.0336,0.722222222
12265,Public Service Enterprise Group Inc,United States,4/11/2022, PEG,10000,72.63999939,726399.9939,0.722222222
12331,Public Service Enterprise Group Inc,United States,5/11/2022, PEG,10000,70.04000092,700400.0092,0.722222222
12397,Public Service Enterprise Group Inc,United States,6/14/2022, PEG,10000,63.22999954,632299.9954,0.722222222
12463,Public Service Enterprise Group Inc,United States,7/15/2022, PEG,10000,60.88000107,608800.0107,0.722222222
12530,Public Service Enterprise Group Inc,United States,8/8/2022, PEG,10000,65.69999695,656999.9695,0.722222222
12597,Public Service Enterprise Group Inc,United States,9/14/2022, PEG,10000,68.30999756,683099.9756,0.722222222
12663,Public Service Enterprise Group Inc,United States,10/19/2022, PEG,10000,55.40000153,554000.0153,0.722222222
12729,Public Service Enterprise Group Inc,United States,11/9/2022, PEG,10000,57.59999847,575999.9847,0.722222222
12796,Public Service Enterprise Group Inc,United States,12/16/2022, PEG,10000,59.66999817,596699.9817,0.722222222
12866,Public Service Enterprise Group Inc,United States,1/27/2023, PEG,10000,61.20999908,612099.9908,0.722222222
12936,Public Service Enterprise Group Inc,United States,2/8/2023, PEG,10000,60.72999954,607299.9954,0.722222222
13006,Public Service Enterprise Group Inc,United States,2/24/2023, PEG,10000,61.29999924,612999.9924,0.722222222
13076,Public Service Enterprise Group Inc,United States,3/9/2023, PEG,10000,59.25,592500.0,0.722222222
692,Dali Foods Group Co Ltd,Cayman Islands,1/21/2021, DLLFF,10000,0.600000024,6000.00024,0.396825397
802,Dali Foods Group Co Ltd,Cayman Islands,3/3/2021, DLLFF,10000,0.595000029,5950.00029,0.396825397
913,Dali Foods Group Co Ltd,Cayman Islands,4/1/2021, DLLFF,10000,0.584999979,5849.99979,0.396825397
1025,Dali Foods Group Co Ltd,Cayman Islands,5/3/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1142,Dali Foods Group Co Ltd,Cayman Islands,7/15/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1260,Dali Foods Group Co Ltd,Cayman Islands,8/9/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1378,Dali Foods Group Co Ltd,Cayman Islands,9/2/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
1497,Dali Foods Group Co Ltd,Cayman Islands,9/9/2021, DLLFF,10000,0.629999995,6299.99995,0.396825397
