CreatedDate,Invested_Value
2038-09-09,112178557.8665953
2038-10-09,112863851.10558061
2038-11-09,113553473.85151312
2038-12-09,114247453.99825011
2039-01-09,114945819.62186573
2039-02-09,115648598.98185587
2039-03-09,116355820.52235115
2039-04-09,117067512.87333806
2039-05-09,117783704.85188816
2039-06-09,118504425.46339576
2039-07-09,119229703.90282352
2039-08-09,119959569.55595681
2039-09-09,120694052.00066608
2039-10-09,121433181.00817798
2039-11-09,122176986.5443549
2039-12-09,122925498.77098301
2040-01-09,123678748.04706895
2040-02-09,124436764.93014547
2040-03-09,125199580.17758533
2040-04-09,125967224.74792449
2040-05-09,126739729.80219387
2040-06-09,127517126.70526011
2040-07-09,128299447.02717544
2040-08-09,129086722.54453647
2040-09-09,129878985.24185205
2040-10-09,130676267.31292045
2040-11-09,131478601.16221575
2040-12-09,132286019.4062834
2041-01-09,133098554.87514526
2041-02-09,133916240.61371413
2041-03-09,134739109.88321754
2041-04-09,135567196.1626313
2041-05-09,136400533.1501227
2041-06-09,137239154.76450312
2041-07-09,138083095.14669073
2041-08-09,138932388.66118273
2041-09-09,139787069.89753777
2041-10-09,140647173.67186797
2041-11-09,141512735.0283413
2041-12-09,142383789.2406937
2042-01-09,143260371.81375176
2042-02-09,144142518.48496532
2042-03-09,145030265.22595042
2042-04-09,145923648.2440427
2042-05-09,146822703.98386127
2042-06-09,147727469.12888283
2042-07-09,148637980.60302675
2042-08-09,149554275.57225043
2042-09-09,150476391.4461558
2042-10-09,151404365.87960598
2042-11-09,152338236.77435368
2042-12-09,153278042.28067973
2043-01-09,154223820.79904312
2043-02-09,155175610.9817419
2043-03-09,156133451.7345854
2043-04-09,157097382.21857768
2043-05-09,158067441.85161218
2043-06-09,159043670.31017783
2043-07-09,160026107.5310767
2043-08-09,161014793.7131532
2043-09-09,162009769.31903487
2043-10-09,163011075.0768848
2043-11-09,164018751.98216602
2043-12-09,165032841.2994177
2044-01-09,166053384.56404328
2044-02-09,167080423.58411056
2044-03-09,168114000.4421642
2044-04-09,169154157.49705002
2044-05-09,170200937.38575187
2044-06-09,171254383.02524093
2044-07-09,172314537.61433703
2044-08-09,173381444.63558304
2044-09-09,174455147.8571317
2044-10-09,175535691.3346448
2044-11-09,176623119.41320583
2044-12-09,177717476.729245
2045-01-09,178818808.2124774
2045-02-09,179927159.08785418
2045-03-09,181042574.87752703
2045-04-09,182165101.4028257
2045-05-09,183294784.78624913
2045-06-09,184431671.45346946
2045-07-09,185575808.1353503
2045-08-09,186727241.86997798
2045-09-09,187886020.0047069
2045-10-09,189052190.1982184
2045-11-09,190225800.42259383
2045-12-09,191406898.96540117
2046-01-09,192595534.43179616
2046-02-09,193791755.74663743
2046-03-09,194995612.15661573
2046-04-09,196207153.232398
2046-05-09,197426428.87078524
2046-06-09,198653489.29688567
2046-07-09,199888385.0663021
2046-08-09,201131167.06733403
2046-09-09,202381886.5231949
2046-10-09,203640594.9942444
2046-11-09,204907344.38023517
2046-12-09,206182186.92257544
2047-01-09,207465175.20660686
2047-02-09,208756362.16389704
2047-03-09,210055801.07454845
2047-04-09,211363545.5695224
2047-05-09,212679649.63297883
2047-06-09,214004167.604632
2047-07-09,215337154.182122
2047-08-09,216678664.4234024
2047-09-09,218028753.7491439
2047-10-09,219387477.94515446
2047-11-09,220754893.16481543
2047-12-09,222131055.9315345
2048-01-09,223516023.14121512
2048-02-09,224909852.0647426
2048-03-09,226312600.35048702
2048-04-09,227724326.0268231
2048-05-09,229145087.5046671
2048-06-09,230574943.580031
2048-07-09,232013953.43659365
2048-08-09,233462176.6482898
2048-09-09,234919673.18191618
2048-10-09,236386503.3997556
2048-11-09,237862728.06221855
2048-12-09,239348408.33050266
2049-01-09,240843605.76927057
2049-02-09,242348382.3493456
2049-03-09,243862800.4504254
2049-04-09,245386922.86381477
2049-05-09,246920812.79517633
2049-06-09,248464533.86729997
2049-07-09,250018150.12289122
2049-08-09,251581726.02737838
2049-09-09,253155326.4717388
2049-10-09,254739016.77534407
2049-11-09,256332862.6888249
2049-12-09,257936930.3969548
2050-01-09,259551286.52155414
2050-02-09,261175998.12441313
