Ticker,CreatedDate,Quantity,Stock_Price,Invested_Value,ESGScore,Climate,Country,Company,Latitude
CHNGQ,02-08-2023,10000,1.00E-04,1,0.361111111,Fossil,United States,China Natural Gas Inc,21.3099
CHNGQ,03-09-2023,10000,1.00E-04,1,0.361111111,Fossil,United States,China Natural Gas Inc,21.3099
CHNR,4/14/2020,10000,0.870000005,8700.00005,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,5/19/2020,10000,0.800000012,8000.00012,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,06-10-2020,10000,1.230000019,12300.00019,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,7/16/2020,10000,1.230000019,12300.00019,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,08-11-2020,10000,1.350000024,13500.00024,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,9/28/2020,10000,1.139999986,11399.99986,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,11-11-2020,10000,1.220000029,12200.00029,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,1/21/2021,10000,1.919999957,19199.99957,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,03-03-2021,10000,2.069999933,20699.99933,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,04-01-2021,10000,1.840000033,18400.00033,0,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,05-03-2021,10000,1.539999962,15399.99962,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,7/15/2021,10000,1.690000057,16900.00057,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,08-09-2021,10000,1.429999948,14299.99948,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,09-02-2021,10000,1.289999962,12899.99962,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,10/19/2021,10000,1.220000029,12200.00029,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,12/14/2021,10000,0.660000026,6600.00026,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,1/25/2022,10000,0.910000026,9100.00026,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,2/16/2022,10000,0.819999993,8199.99993,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,3/16/2022,10000,0.980000019,9800.00019,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,04-11-2022,10000,0.889999986,8899.99986,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,7/15/2022,10000,0.620000005,6200.00005,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,08-08-2022,10000,0.75,7500,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,9/14/2022,10000,0.610000014,6100.00014,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,10/19/2022,10000,0.519999981,5199.99981,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,11-09-2022,10000,0.469999999,4699.99999,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,12/16/2022,10000,0.370000005,3700.00005,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,1/27/2023,10000,0.449999988,4499.99988,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,02-08-2023,10000,0.689999998,6899.99998,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHNR,03-09-2023,10000,0.829999983,8299.99983,0.396825397,Fossil,"Virgin Islands, British",China Natural Resources Inc,18.4207
CHOLF,4/14/2020,10000,0.680000007,6800.00007,0.793650794,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,5/19/2020,10000,0.899999976,8999.99976,0.793650794,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,06-10-2020,10000,1.029999971,10299.99971,0.793650794,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,7/16/2020,10000,0.889999986,8899.99986,0.793650794,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,08-11-2020,10000,0.829999983,8299.99983,0.793650794,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,9/28/2020,10000,0.639999986,6399.99986,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,11-11-2020,10000,0.629999995,6299.99995,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,1/21/2021,10000,1.00999999,10099.9999,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,03-03-2021,10000,1.080000043,10800.00043,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,04-01-2021,10000,0.959999979,9599.99979,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,05-03-2021,10000,0.899999976,8999.99976,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,7/15/2021,10000,0.850000024,8500.00024,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,08-09-2021,10000,0.649999976,6499.99976,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,09-02-2021,10000,0.800000012,8000.00012,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,10/19/2021,10000,0.800000012,8000.00012,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,12/14/2021,10000,0.839999974,8399.99974,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,1/25/2022,10000,0.889999986,8899.99986,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,2/16/2022,10000,1.059999943,10599.99943,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,3/16/2022,10000,1.090000033,10900.00033,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,04-11-2022,10000,1.019999981,10199.99981,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,7/15/2022,10000,0.930000007,9300.00007,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,08-08-2022,10000,0.930000007,9300.00007,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,9/14/2022,10000,1.129999995,11299.99995,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,10/19/2022,10000,1,10000,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,11-09-2022,10000,1,10000,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,12/16/2022,10000,1.179999948,11799.99948,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,1/27/2023,10000,1.179999948,11799.99948,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,02-08-2023,10000,1.179999948,11799.99948,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHOLF,03-09-2023,10000,1.070000052,10700.00052,0.396825397,Fossil,China,China Oilfield Services Ltd,22.542883
CHPXF,4/14/2020,10000,2.849999905,28499.99905,0.396825397,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,5/19/2020,10000,3.019999981,30199.99981,0.396825397,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,06-10-2020,10000,2.680000067,26800.00067,0.396825397,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,7/16/2020,10000,2.700000048,27000.00048,0.396825397,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,08-11-2020,10000,2.700000048,27000.00048,0.396825397,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,9/28/2020,10000,2.980000019,29800.00019,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,11-11-2020,10000,3.160000086,31600.00086,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,1/21/2021,10000,4.800000191,48000.00191,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,03-03-2021,10000,4.949999809,49499.99809,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,04-01-2021,10000,4.599999905,45999.99905,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,05-03-2021,10000,4.599999905,45999.99905,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,7/15/2021,10000,3.079999924,30799.99924,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,08-09-2021,10000,3.150000095,31500.00095,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,09-02-2021,10000,3.150000095,31500.00095,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,10/19/2021,10000,2.950000048,29500.00048,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,12/14/2021,10000,2.789999962,27899.99962,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,1/25/2022,10000,3.170000076,31700.00076,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,2/16/2022,10000,3.170000076,31700.00076,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,3/16/2022,10000,2.930000067,29300.00067,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,04-11-2022,10000,2.50999999,25099.9999,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,7/15/2022,10000,2.359999895,23599.99895,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,08-08-2022,10000,2.359999895,23599.99895,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,9/14/2022,10000,2.359999895,23599.99895,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,10/19/2022,10000,1.879999995,18799.99995,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,11-09-2022,10000,1.879999995,18799.99995,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,12/16/2022,10000,1.879999995,18799.99995,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,1/27/2023,10000,2.549999952,25499.99952,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,02-08-2023,10000,2.549999952,25499.99952,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHPXF,03-09-2023,10000,2.549999952,25499.99952,0,,China,China Pacific Insurance (Group) Co Ltd,22.542883
CHSYF,4/14/2020,10000,1.25999999,12599.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,5/19/2020,10000,1.25999999,12599.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,06-10-2020,10000,1.25999999,12599.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,7/16/2020,10000,1.25999999,12599.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,08-11-2020,10000,1.25999999,12599.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,9/28/2020,10000,1.149999976,11499.99976,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,11-11-2020,10000,1.100000024,11000.00024,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,1/21/2021,10000,1.00999999,10099.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,03-03-2021,10000,1.00999999,10099.9999,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,04-01-2021,10000,2.400000095,24000.00095,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,05-03-2021,10000,2.200000048,22000.00048,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,7/15/2021,10000,2.400000095,24000.00095,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,08-09-2021,10000,2.150000095,21500.00095,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,09-02-2021,10000,2.150000095,21500.00095,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,10/19/2021,10000,2.150000095,21500.00095,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,12/14/2021,10000,1.710000038,17100.00038,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,1/25/2022,10000,1.700000048,17000.00048,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,2/16/2022,10000,1.700000048,17000.00048,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,3/16/2022,10000,1.75,17500,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,04-11-2022,10000,1.620000005,16200.00005,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,7/15/2022,10000,1.590000033,15900.00033,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,08-08-2022,10000,1.590000033,15900.00033,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,9/14/2022,10000,1.590000033,15900.00033,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,10/19/2022,10000,1.590000033,15900.00033,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,11-09-2022,10000,1.279999971,12799.99971,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,12/16/2022,10000,1.381000042,13810.00042,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,1/27/2023,10000,1.381000042,13810.00042,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,02-08-2023,10000,1.381000042,13810.00042,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHSYF,03-09-2023,10000,1.381000042,13810.00042,0.396825397,GenderEquality,Cayman Islands,China Medical System Holdings Ltd,19.313299
CHVKF,4/14/2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,5/19/2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,06-10-2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,7/16/2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,08-11-2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,9/28/2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,11-11-2020,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,1/21/2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,03-03-2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,04-01-2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,05-03-2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,7/15/2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,08-09-2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,09-02-2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,10/19/2021,10000,0,0,0,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,12/14/2021,10000,2.339999914,23399.99914,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,1/25/2022,10000,2.339999914,23399.99914,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,2/16/2022,10000,2.49000001,24900.0001,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,3/16/2022,10000,2.25,22500,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,04-11-2022,10000,2.609999895,26099.99895,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,7/15/2022,10000,2.440000057,24400.00057,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,08-08-2022,10000,2.099999905,20999.99905,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,9/14/2022,10000,1.909999967,19099.99967,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,10/19/2022,10000,1.949000001,19490.00001,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,11-09-2022,10000,1.949000001,19490.00001,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,12/16/2022,10000,1.949000001,19490.00001,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,1/27/2023,10000,2.089999914,20899.99914,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,02-08-2023,10000,1.99000001,19900.0001,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKF,03-09-2023,10000,1.99000001,19900.0001,0.396825397,GenderEquality,China,China Vanke Co Ltd,22.542883
CHVKY,4/14/2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,5/19/2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,06-10-2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,7/16/2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,08-11-2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,9/28/2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,11-11-2020,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,1/21/2021,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,03-03-2021,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,04-01-2021,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,05-03-2021,10000,1.649999976,16499.99976,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,7/15/2021,10000,1.610000014,16100.00014,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,08-09-2021,10000,1.610000014,16100.00014,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,09-02-2021,10000,1.610000014,16100.00014,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,10/19/2021,10000,1.610000014,16100.00014,0.396825397,,China,China Vanke Co Ltd,22.542883
CHVKY,12/14/2021,10000,1.610000014,16100.00014,0,,China,China Vanke Co Ltd,22.542883
CHVKY,1/25/2022,10000,1.399999976,13999.99976,0,,China,China Vanke Co Ltd,22.542883
CHVKY,2/16/2022,10000,1.289999962,12899.99962,0,,China,China Vanke Co Ltd,22.542883
CHVKY,3/16/2022,10000,0.899999976,8999.99976,0,,China,China Vanke Co Ltd,22.542883
CHVKY,04-11-2022,10000,1.039999962,10399.99962,0,,China,China Vanke Co Ltd,22.542883
CHVKY,7/15/2022,10000,1,10000,0,,China,China Vanke Co Ltd,22.542883
CHVKY,08-08-2022,10000,1,10000,0,,China,China Vanke Co Ltd,22.542883
CHVKY,9/14/2022,10000,1,10000,0,,China,China Vanke Co Ltd,22.542883
CHVKY,10/19/2022,10000,1,10000,0,,China,China Vanke Co Ltd,22.542883
CHVKY,11-09-2022,10000,1,10000,0,,China,China Vanke Co Ltd,22.542883
CHVKY,12/16/2022,10000,0.782400012,7824.00012,0,,China,China Vanke Co Ltd,22.542883
CHVKY,1/27/2023,10000,0.957300007,9573.00007,0,,China,China Vanke Co Ltd,22.542883
CHVKY,02-08-2023,10000,0.957300007,9573.00007,0,,China,China Vanke Co Ltd,22.542883
CHVKY,03-09-2023,10000,0.957300007,9573.00007,0,,China,China Vanke Co Ltd,22.542883
CIADF,4/14/2020,10000,3.690000057,36900.00057,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,5/19/2020,10000,3.599999905,35999.99905,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,06-10-2020,10000,3.900000095,39000.00095,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,7/16/2020,10000,4.300000191,43000.00191,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,08-11-2020,10000,4.559999943,45599.99943,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,9/28/2020,10000,4.539999962,45399.99962,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,11-11-2020,10000,5.150000095,51500.00095,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,1/21/2021,10000,6.53000021,65300.0021,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,03-03-2021,10000,5.440000057,54400.00057,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,04-01-2021,10000,5.440000057,54400.00057,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,05-03-2021,10000,5.510000229,55100.00229,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,7/15/2021,10000,5.880000114,58800.00114,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,08-09-2021,10000,5.71999979,57199.9979,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,09-02-2021,10000,5.71999979,57199.9979,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,10/19/2021,10000,5.900000095,59000.00095,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,12/14/2021,10000,5.900000095,59000.00095,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,1/25/2022,10000,5.900000095,59000.00095,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,2/16/2022,10000,5.900000095,59000.00095,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,3/16/2022,10000,5.730000019,57300.00019,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,04-11-2022,10000,5.840000153,58400.00153,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,7/15/2022,10000,5,50000,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,08-08-2022,10000,5,50000,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,9/14/2022,10000,4.019999981,40199.99981,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,10/19/2022,10000,4.199999809,41999.99809,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,11-09-2022,10000,4.199999809,41999.99809,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,12/16/2022,10000,4.199999809,41999.99809,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,1/27/2023,10000,4.449999809,44499.99809,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,02-08-2023,10000,4.449999809,44499.99809,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CIADF,03-09-2023,10000,4.449999809,44499.99809,1.984126984,Deforestation,Cayman Islands,China Mengniu Dairy Co Ltd,19.313299
CICHF,4/14/2020,10000,0.810000002,8100.00002,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,5/19/2020,10000,0.810000002,8100.00002,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,06-10-2020,10000,0.819999993,8199.99993,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,7/16/2020,10000,0.800000012,8000.00012,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,08-11-2020,10000,0.720000029,7200.00029,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,9/28/2020,10000,0.670000017,6700.00017,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,11-11-2020,10000,0.839999974,8399.99974,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,1/21/2021,10000,0.800000012,8000.00012,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,03-03-2021,10000,0.819999993,8199.99993,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,04-01-2021,10000,0.850000024,8500.00024,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,05-03-2021,10000,0.769999981,7699.99981,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,7/15/2021,10000,0.689999998,6899.99998,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,08-09-2021,10000,0.709999979,7099.99979,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,09-02-2021,10000,0.720000029,7200.00029,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,10/19/2021,10000,0.689999998,6899.99998,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,12/14/2021,10000,0.649999976,6499.99976,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,1/25/2022,10000,0.779999971,7799.99971,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,2/16/2022,10000,0.75999999,7599.9999,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,3/16/2022,10000,0.699999988,6999.99988,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,04-11-2022,10000,0.75,7500,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,7/15/2022,10000,0.639999986,6399.99986,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,08-08-2022,10000,0.600000024,6000.00024,0.396825397,Fossil,China,China Construction Bank Corp,22.542883
CICHF,9/14/2022,10000,0.600000024,6000.00024,0.793650794,Fossil,China,China Construction Bank Corp,22.542883
CICHF,10/19/2022,10000,0.550000012,5500.00012,0.793650794,Fossil,China,China Construction Bank Corp,22.542883
CICHF,11-09-2022,10000,0.540000021,5400.00021,0.793650794,Fossil,China,China Construction Bank Corp,22.542883
CICHF,12/16/2022,10000,0.610000014,6100.00014,0.793650794,Fossil,China,China Construction Bank Corp,22.542883
CICHF,1/27/2023,10000,0.660000026,6600.00026,0.793650794,Fossil,China,China Construction Bank Corp,22.542883
CICHF,02-08-2023,10000,0.620000005,6200.00005,0.793650794,Fossil,China,China Construction Bank Corp,22.542883
