Ticker,CreatedDate,Quantity,Stock_Price,Invested_Value,ESGScore,Climate,Country,Company,Latitude
AACAF,12/14/2021,10000,4.139999866,41399.99866,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,1/25/2022,10000,3.230000019,32300.00019,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,2/16/2022,10000,2.900000095,29000.00095,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,3/16/2022,10000,2.539999962,25399.99962,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,04-11-2022,10000,2.420000076,24200.00076,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,7/15/2022,10000,2.380000114,23800.00114,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,08-08-2022,10000,2,20000,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,9/14/2022,10000,1.860000014,18600.00014,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,10/19/2022,10000,1.860000014,18600.00014,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,11-09-2022,10000,1.679999948,16799.99948,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,12/16/2022,10000,2.390000105,23900.00105,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,1/27/2023,10000,2.75,27500,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,02-08-2023,10000,2.75,27500,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AACAF,03-09-2023,10000,2.25999999,22599.9999,0.396825397,GenderEquality,Cayman Islands,AAC Technologies Holdings Inc,19.313299
AAGEF,4/14/2020,10000,0.167999998,1679.99998,0.396825397,Fossil,Cayman Islands,AAG Energy Holdings Ltd,19.313299
AAGEF,5/19/2020,10000,0.167999998,1679.99998,0.396825397,Fossil,Cayman Islands,AAG Energy Holdings Ltd,19.313299
